nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Asistencial;63.571.967;M;Pereira;Risaralda;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;185.006.604;M;Barranquilla;Atlantico;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;209.414.033;M;Cucuta;Norte de Santander;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;12.766.084;M;Barranquilla;Atlantico;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;382.462.720;M;Pereira;Risaralda;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;960.741.471;M;Pereira;Risaralda;NO;NO;46;41 A 50;ADULTO
Asistencial;113.968.184;M;Barranquilla;Atlantico;NO;NO;50;41 A 50;ADULTO
Asistencial;536.711.243;M;Tunja;Boyaca;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;469.673.676;M;Medellin;Antioquia;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;887.146.559;M;Tunja;Boyaca;NO;NO;48;41 A 50;ADULTO
Asistencial;867.494.097;M;Cali;Valle del Cauca;SI;NO;48;41 A 50;ADULTO
Asistencial;980.219.201;M;Bucaramanga;Santander;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;678.226.488;M;Bucaramanga;Santander;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;977.469.705;M;Neiva;Huila;SI;NO;47;41 A 50;ADULTO
Asistencial;723.463.858;M;Neiva;Huila;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;418.159.499;M;Cali;Valle del Cauca;NO;NO;47;41 A 50;ADULTO
Asistencial;967.134.469;M;Barranquilla;Atlantico;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;759.878.188;M;Neiva;Huila;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;271.733.292;M;Bogota;Bogota;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;646.658.597;M;Cali;Valle del Cauca;SI;NO;47;41 A 50;ADULTO
Asistencial;175.924.851;M;Tunja;Boyaca;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;676.421.166;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Asistencial;74.921.532;M;Neiva;Huila;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;37.272.373;M;Bogota;Bogota;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;70.536.120;M;Bucaramanga;Santander;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;822.855.248;M;Neiva;Huila;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;545.592.042;M;Medellin;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;572.494.338;M;Bogota;Bogota;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;742.182.351;M;Neiva;Huila;SI;NO;47;41 A 50;ADULTO
Asistencial;27.365.007;M;Pereira;Risaralda;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;517.411.496;M;Villavicencio;Meta;SI;NO;45;41 A 50;ADULTO
Asistencial;453.489.444;M;Tunja;Boyaca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;172.313.773;M;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;371.701.300;M;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;287.683.316;M;Cali;Valle del Cauca;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;503.666.923;M;Bucaramanga;Santander;NO;NO;49;41 A 50;ADULTO
Asistencial;592.749.617;M;Pasto;Narino;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;735.288.415;M;Bogota;Bogota;NO;NO;47;41 A 50;ADULTO
Asistencial;591.483.519;M;Barranquilla;Atlantico;SI;NO;48;41 A 50;ADULTO
Asistencial;620.607.510;M;Bucaramanga;Santander;SI;NO;48;41 A 50;ADULTO
Asistencial;882.768.887;M;Bogota;Bogota;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;183.834.237;M;Medellin;Antioquia;NO;NO;46;41 A 50;ADULTO
Asistencial;673.067.479;M;Villavicencio;Meta;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;966.347.105;M;Bucaramanga;Santander;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;741.138.697;M;Bucaramanga;Santander;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;280.148.265;M;Neiva;Huila;SI;NO;46;41 A 50;ADULTO
Asistencial;85.577.220;M;Bogota;Bogota;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;248.844.915;M;Neiva;Huila;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;657.185.077;M;Bucaramanga;Santander;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;3.803.458;M;Pereira;Risaralda;SI;NO;50;41 A 50;ADULTO
Asistencial;385.827.615;M;Neiva;Huila;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;132.239.609;M;Neiva;Huila;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;649.263.841;M;Villavicencio;Meta;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;545.295.117;M;Cali;Valle del Cauca;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;310.120.833;M;Pasto;Narino;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;343.459.847;M;Barranquilla;Atlantico;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;468.837.497;M;Pasto;Narino;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;149.636.361;M;Villavicencio;Meta;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;159.183.852;M;Villavicencio;Meta;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;218.148.500;M;Cucuta;Norte de Santander;SI;NO;47;41 A 50;ADULTO
Asistencial;955.469.268;M;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;778.567.109;M;Cali;Valle del Cauca;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;225.922.737;M;Villavicencio;Meta;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;151.837.228;M;Monteria;Cordoba;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;919.588.134;M;Bogota;Bogota;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;588.633.245;M;Tunja;Boyaca;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;548.655.566;M;Neiva;Huila;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;838.139.282;M;Pereira;Risaralda;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;176.900.268;M;Pasto;Narino;SI;NO;48;41 A 50;ADULTO
Asistencial;676.939.698;M;Neiva;Huila;SI;NO;46;41 A 50;ADULTO
Asistencial;873.008.502;M;Villavicencio;Meta;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;190.761.033;M;Neiva;Huila;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;895.733.242;M;Medellin;Antioquia;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;359.045.742;M;Cucuta;Norte de Santander;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;783.880.063;M;Villavicencio;Meta;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;136.629.429;M;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Asistencial;1.436.760;M;Pereira;Risaralda;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;376.520.677;M;Pereira;Risaralda;SI;NO;49;41 A 50;ADULTO
Asistencial;39.287.297;M;Pasto;Narino;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;949.641.955;M;Pereira;Risaralda;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;671.617.407;M;Tunja;Boyaca;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;242.263.028;M;Bogota;Bogota;NO;NO;50;41 A 50;ADULTO
Asistencial;714.096.604;M;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;658.398.503;M;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;321.902.304;M;Pereira;Risaralda;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;960.734.832;M;Tunja;Boyaca;NO;NO;49;41 A 50;ADULTO
Asistencial;831.359.628;M;Bucaramanga;Santander;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;418.971.108;M;Barranquilla;Atlantico;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;670.181.237;M;Tunja;Boyaca;NO;NO;47;41 A 50;ADULTO
Asistencial;482.888.705;M;Villavicencio;Meta;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;71.065.409;M;Villavicencio;Meta;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;166.122.336;M;Neiva;Huila;NO;NO;47;41 A 50;ADULTO
Asistencial;808.887.472;M;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;561.676.270;M;Villavicencio;Meta;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;195.201.188;M;Villavicencio;Meta;SI;NO;47;41 A 50;ADULTO
Asistencial;792.249.864;M;Barranquilla;Atlantico;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;613.553.290;M;Neiva;Huila;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;817.577.503;M;Barranquilla;Atlantico;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;606.202.308;M;Tunja;Boyaca;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;641.247.850;M;Pasto;Narino;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;405.121.542;M;Neiva;Huila;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;154.025.975;M;Bogota;Bogota;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;534.168.926;M;Monteria;Cordoba;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;760.703.814;M;Bucaramanga;Santander;SI;NO;50;41 A 50;ADULTO
Asistencial;700.769.395;M;Villavicencio;Meta;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;635.944.367;M;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;306.502.707;M;Neiva;Huila;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;851.611.086;M;Neiva;Huila;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;274.551.126;M;Cali;Valle del Cauca;SI;NO;46;41 A 50;ADULTO
Asistencial;811.826.681;M;Villavicencio;Meta;NO;NO;46;41 A 50;ADULTO
Asistencial;919.903.029;M;Neiva;Huila;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;474.796.193;M;Barranquilla;Atlantico;NO;NO;46;41 A 50;ADULTO
Asistencial;764.453.028;M;Cali;Valle del Cauca;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;37.397.630;M;Pasto;Narino;NO;NO;50;41 A 50;ADULTO
Asistencial;389.806.915;M;Bogota;Bogota;SI;NO;48;41 A 50;ADULTO
Asistencial;543.695.067;M;Neiva;Huila;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;389.908.299;M;Cali;Valle del Cauca;NO;NO;50;41 A 50;ADULTO
Asistencial;376.374.322;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;719.399.659;M;Tunja;Boyaca;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;407.239.924;M;Bucaramanga;Santander;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;688.728.662;M;Cali;Valle del Cauca;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;785.358.865;M;Pereira;Risaralda;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;48.619.159;M;Villavicencio;Meta;NO;NO;45;41 A 50;ADULTO
Asistencial;148.144.043;M;Villavicencio;Meta;SI;NO;48;41 A 50;ADULTO
Asistencial;925.653.946;M;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Asistencial;122.881.637;M;Pereira;Risaralda;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;166.747.414;M;Pasto;Narino;SI;NO;45;41 A 50;ADULTO
Asistencial;686.325.702;M;Cali;Valle del Cauca;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;328.727.704;M;Cucuta;Norte de Santander;NO;NO;49;41 A 50;ADULTO
Asistencial;585.262.299;M;Barranquilla;Atlantico;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;18.182.935;M;Cali;Valle del Cauca;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;650.180.623;M;Bucaramanga;Santander;NO;NO;45;41 A 50;ADULTO
Asistencial;670.240.127;M;Villavicencio;Meta;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;59.731.263;M;Neiva;Huila;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;617.655.898;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Asistencial;281.669.932;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;569.582.682;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;434.228.879;M;Villavicencio;Meta;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;270.993.724;M;Cucuta;Norte de Santander;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;784.696.864;M;Neiva;Huila;SI;NO;46;41 A 50;ADULTO
Asistencial;170.212.447;M;Tunja;Boyaca;SI;NO;50;41 A 50;ADULTO
Asistencial;466.804.673;M;Bucaramanga;Santander;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;228.598.624;M;Bogota;Bogota;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;737.185.152;M;Neiva;Huila;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;878.606.022;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;186.208.743;M;Neiva;Huila;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;761.307.689;M;Barranquilla;Atlantico;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;259.857.742;M;Villavicencio;Meta;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;496.119.788;M;Pasto;Narino;SI;NO;48;41 A 50;ADULTO
Asistencial;743.347.528;M;Tunja;Boyaca;NO;NO;50;41 A 50;ADULTO
Asistencial;541.624.468;M;Bogota;Bogota;NO;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;392.298.554;M;Tunja;Boyaca;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;92.558.884;M;Pasto;Narino;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;583.344.786;M;Bogota;Bogota;NO;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;221.336.354;M;Barranquilla;Atlantico;NO;NO;45;41 A 50;ADULTO
Asistencial;762.545.748;M;Bucaramanga;Santander;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;683.997.509;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;426.962.584;M;Tunja;Boyaca;SI;NO;46;41 A 50;ADULTO
Asistencial;641.085.876;M;Tunja;Boyaca;NO;NO;46;41 A 50;ADULTO
Asistencial;391.758.546;M;Villavicencio;Meta;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;87.689.415;M;Neiva;Huila;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;367.096.177;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;232.236.966;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;602.054.490;M;Pereira;Risaralda;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;751.350.628;M;Bucaramanga;Santander;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;236.433.663;M;Barranquilla;Atlantico;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;782.324.706;M;Neiva;Huila;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;882.033.267;M;Bucaramanga;Santander;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;935.088.661;M;Barranquilla;Atlantico;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;631.682.324;M;Pasto;Narino;NO;NO;45;41 A 50;ADULTO
Asistencial;210.189.425;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;363.463.216;M;Pereira;Risaralda;SI;NO;48;41 A 50;ADULTO
Asistencial;248.009.813;M;Cucuta;Norte de Santander;NO;NO;47;41 A 50;ADULTO
Asistencial;11.749.295;M;Bucaramanga;Santander;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;832.724.685;M;Bogota;Bogota;NO;NO;48;41 A 50;ADULTO
Asistencial;56.437.075;M;Bucaramanga;Santander;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;693.306.837;M;Tunja;Boyaca;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;195.274.158;M;Bogota;Bogota;SI;NO;50;41 A 50;ADULTO
Asistencial;762.901.228;M;Bogota;Bogota;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;269.418.702;M;Pereira;Risaralda;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;621.844.599;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;185.498.095;M;Villavicencio;Meta;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;497.908.491;M;Pereira;Risaralda;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;914.919.698;M;Pasto;Narino;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;901.141.023;M;Cali;Valle del Cauca;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;671.858.261;M;Pereira;Risaralda;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;173.620.641;M;Tunja;Boyaca;NO;NO;50;41 A 50;ADULTO
Asistencial;833.029.498;M;Pasto;Narino;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;822.003.806;M;Cali;Valle del Cauca;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;81.538.450;M;Bogota;Bogota;SI;NO;46;41 A 50;ADULTO
Asistencial;283.589.372;M;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;276.005.462;M;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;185.149.652;M;Bogota;Bogota;NO;NO;50;41 A 50;ADULTO
Asistencial;545.902.622;M;Medellin;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;514.330.096;M;Barranquilla;Atlantico;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;728.714.115;M;Villavicencio;Meta;SI;NO;50;41 A 50;ADULTO
Asistencial;677.886.646;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;727.002.406;M;Pereira;Risaralda;SI;NO;47;41 A 50;ADULTO
Asistencial;992.374.789;M;Medellin;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;31.027.575;M;Neiva;Huila;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;674.517.784;M;Barranquilla;Atlantico;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;198.988.342;M;Bogota;Bogota;SI;NO;47;41 A 50;ADULTO
Asistencial;494.838.620;M;Medellin;Antioquia;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;525.240.029;M;Barranquilla;Atlantico;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;744.582.234;M;Pereira;Risaralda;NO;NO;50;41 A 50;ADULTO
Asistencial;633.115.377;M;Neiva;Huila;NO;NO;50;41 A 50;ADULTO
Asistencial;606.109.238;M;Pasto;Narino;SI;NO;48;41 A 50;ADULTO
Asistencial;941.824.221;M;Bucaramanga;Santander;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;876.682.812;M;Pasto;Narino;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;453.290.539;M;Medellin;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;1.774.709;M;Cali;Valle del Cauca;SI;NO;48;41 A 50;ADULTO
Asistencial;557.060.831;M;Tunja;Boyaca;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;559.927.184;M;Barranquilla;Atlantico;NO;NO;45;41 A 50;ADULTO
Asistencial;167.856.229;M;Bogota;Bogota;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;938.747.062;M;Bucaramanga;Santander;NO;NO;46;41 A 50;ADULTO
Asistencial;413.481.589;M;Villavicencio;Meta;SI;NO;49;41 A 50;ADULTO
Asistencial;577.717.466;M;Barranquilla;Atlantico;SI;NO;45;41 A 50;ADULTO
Asistencial;793.250.238;M;Neiva;Huila;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;18.270.693;M;Villavicencio;Meta;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;984.463.829;M;Neiva;Huila;SI;NO;50;41 A 50;ADULTO
Asistencial;991.672.984;M;Villavicencio;Meta;SI;NO;47;41 A 50;ADULTO
Asistencial;278.807.950;M;Pereira;Risaralda;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;883.581.483;M;Villavicencio;Meta;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;759.444.035;M;Villavicencio;Meta;NO;NO;45;41 A 50;ADULTO
Asistencial;18.742.842;M;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;437.030.138;F;Villavicencio;Meta;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;779.150.826;M;Cali;Valle del Cauca;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;760.759.132;M;Bogota;Bogota;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;309.908.717;M;Pereira;Risaralda;NO;NO;46;41 A 50;ADULTO
Asistencial;738.189.886;M;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Asistencial;963.702.148;M;Barranquilla;Atlantico;SI;NO;48;41 A 50;ADULTO
Asistencial;107.667.817;M;Villavicencio;Meta;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;438.553.681;M;Pereira;Risaralda;NO;SI;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;891.806.838;F;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Asistencial;115.884.769;M;Neiva;Huila;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;537.835.713;M;Barranquilla;Atlantico;NO;NO;48;41 A 50;ADULTO
Asistencial;117.642.361;M;Bogota;Bogota;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;298.920.312;M;Barranquilla;Atlantico;NO;NO;45;41 A 50;ADULTO
Asistencial;353.765.430;M;Medellin;Antioquia;NO;NO;49;41 A 50;ADULTO
Asistencial;836.678.408;M;Bogota;Bogota;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;355.847.465;M;Villavicencio;Meta;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;516.288.634;M;Cucuta;Norte de Santander;SI;NO;63;51 EN ADELANTE;ADULTO MAYOR
Asistencial;653.726.238;M;Tunja;Boyaca;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Asistencial;951.686.627;M;Neiva;Huila;SI;NO;62;51 EN ADELANTE;ADULTO MAYOR
Asistencial;251.320.498;M;Villavicencio;Meta;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;969.605.802;M;Bogota;Bogota;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;754.827.753;M;Bucaramanga;Santander;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;747.134.566;M;Bogota;Bogota;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;453.200.789;M;Tunja;Boyaca;SI;NO;45;41 A 50;ADULTO
Asistencial;257.996.536;M;Neiva;Huila;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;499.403.778;M;Pasto;Narino;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;912.761.571;M;Cali;Valle del Cauca;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;446.572.839;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;988.388.219;M;Tunja;Boyaca;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;45.239.394;M;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;514.977.620;M;Pereira;Risaralda;NO;NO;45;41 A 50;ADULTO
Asistencial;508.704.088;M;Villavicencio;Meta;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;139.613.771;M;Barranquilla;Atlantico;NO;NO;50;41 A 50;ADULTO
Asistencial;938.529.725;M;Pasto;Narino;SI;NO;47;41 A 50;ADULTO
Asistencial;345.570.145;M;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;310.795.030;M;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;33.625.953;M;Medellin;Antioquia;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;745.868.823;M;Cali;Valle del Cauca;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;382.420.780;M;Bogota;Bogota;SI;NO;48;41 A 50;ADULTO
Asistencial;492.314.906;M;Bogota;Bogota;NO;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;763.220.607;M;Bogota;Bogota;SI;NO;61;51 EN ADELANTE;ADULTO MAYOR
Asistencial;136.228.451;M;Bogota;Bogota;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;884.871.098;M;Bogota;Bogota;NO;NO;49;41 A 50;ADULTO
Asistencial;64.920.431;M;Bogota;Bogota;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
